"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Eif2ak2",35.1968390548605,0.306874067678109,0.340569775103481,0.901060781406296,0.367556003615322,0.598966263034356
"Eif2ak3",175.235726216697,-0.199186956086963,0.17841271249856,-1.11643925647154,0.264234157725558,0.497156134471548
"Eif2ak4",169.191128002484,-0.0680908301692976,0.181932724944281,-0.374263784539868,0.708208073131497,0.851937807977726
"Eif2b1",113.694436971803,-0.205362081172619,0.212314904192452,-0.967252308328149,0.333417918685753,0.568398804370868
"Eif2b2",71.6117386525685,0.47407275382017,0.250067888683908,1.89577620827362,0.0579896431723829,0.198386248864136
"Eif2b3",57.0454017215642,0.240841768822423,0.278186365233825,0.865756913067926,0.386623482157293,0.616644871884204
"Eif2b4",121.849917624721,0.298679845448527,0.231599584397787,1.28963895261368,0.197176044569037,0.422266475524381
"Eif2b5",377.900774748702,-0.221408404269168,0.147026937623609,-1.5059036653268,0.132091905507967,0.332355483158579
"Eif2c1",526.316704463885,0.504419605748641,0.158594196727121,3.18056786539642,0.00146986706520099,0.01622077386168
"Eif2c2",335.168710756353,0.925618870370558,0.180219236568919,5.13607142052554,2.80541079564436e-07,1.70901820894551e-05
"Eif2c3",332.947148661176,0.203038275699637,0.200601007154317,1.01214983204668,0.311466418995755,0.546382379267301
"Eif2c4",69.6536010542952,0.598666062322484,0.251557845598482,2.37983458992581,0.0173204108721454,0.0890229301791783
"Eif2d",147.770898805934,0.0716622520835266,0.199885137144108,0.358517161943168,0.719956326937995,0.857946037612178
"Eif2s1",102.604342375469,-0.0373474922089021,0.226246413515136,-0.165074405506116,0.868885418068973,0.93911535227623
"Eif2s2",59.8896759451413,0.212870226926649,0.327830041222178,0.649331056217576,0.5161244162385,0.722031641738229
"Eif2s3x",37.7816891603134,0.238616706059583,0.346286299013925,0.689073482661775,0.490777026312829,0.702393595845745
"Eif2s3y",301.795582749902,-0.0665640437347723,0.447191989549169,-0.148848917892912,0.881672849664476,0.946439484002226
"Eif3a",543.948146293757,1.30459732181803,0.215844775101738,6.04414594332021,1.50203504673882e-09,1.79227529046665e-07
"Eif3b",140.13926798964,1.6141883901738,0.220562666733765,7.31850232896502,2.50753670878424e-13,8.75992277109345e-11
"Eif3c",694.774672902589,0.501236369689557,0.152201941552421,3.29323242908122,0.000990425616858504,0.012193797324737
"Eif3d",359.20993723443,0.181725709624923,0.173626815923359,1.04664540819051,0.295263150812029,0.528863814557103
"Eif3e",271.246539197439,-0.299144027120182,0.169069804371538,-1.76935218108374,0.0768351204162948,0.237735901227168
"Eif3f",349.955310019404,0.175594854509612,0.171991082477092,1.02095324932326,0.307276588784737,0.541840126895753
"Eif3g",214.335246799644,0.196816717776693,0.17704810218717,1.11165674946702,0.266285762466982,0.498960220365335
"Eif3h",146.903316117511,0.502099235270622,0.194923116904481,2.57588347264459,0.00999843356687846,0.0618895287066081
"Eif3i",337.114991041235,-0.377244493025381,0.171505903957323,-2.19960062202438,0.0278352430202943,0.121313911003458
"Eif3k",342.067599796392,-0.547330140594334,0.192670395526372,-2.84075889863119,0.00450063243790339,0.0358254589143536
"Eif3l",427.031671913463,-0.210436483423938,0.143006663997639,-1.47151522552412,0.141151833028324,0.346465762324716
"Eif3m",92.357347384764,-0.317591079853294,0.243332385955294,-1.30517390279337,0.191833638456414,0.414718283562995
"Eif4a1",85.5454609856212,-0.132330797996655,0.245304844592006,-0.539454482510322,0.589573296330902,0.77448177199567
"Eif4a2",2258.83648299746,-0.201840713082565,0.210744501716181,-0.957750790359376,0.338188438746234,0.573742209243564
"Eif4a3",100.350756536723,-0.26695780046872,0.226934667472906,-1.17636412030609,0.239449403006645,0.469614890563384
"Eif4b",956.189310556349,0.572857971846273,0.142225585942331,4.02781235212175,5.62982472458268e-05,0.00133056682021374
"Eif4e",147.795565535616,0.210440289201501,0.216542309385415,0.97182065619771,0.331139777768933,0.566285999033027
"Eif4e2",203.587426625649,0.390553402100482,0.200409723206544,1.94877471936816,0.0513223340909723,0.181848612615841
"Eif4e3",114.059052786772,0.361950991042391,0.228169506401475,1.58632499474106,0.112665605201448,0.302108131577593
"Eif4ebp1",5.18686541773166,-0.738159479946237,0.84209154028096,-0.876578667088799,0.380715530504901,NA
"Eif4ebp2",24.7002751587923,0.784129211116021,0.44406855918564,1.76578412251028,0.077432073246254,NA
"Eif4ebp3",14.5733596099175,0.817000951657352,0.516401676789349,1.58210359954084,0.113625922037212,NA
"Eif4enif1",271.146819870342,0.0774650185679216,0.178765670343838,0.433332744586392,0.664773052908154,0.82576752195943
"Eif4g1",1750.33006266402,0.0702159574098872,0.122796342138661,0.57180821665355,0.567451910107518,0.759284452518308
"Eif4g2",2744.51864237126,0.380799191492873,0.128204280022647,2.97025334431585,0.00297554247776194,0.0269122891253243
"Eif4g3",870.195208738428,0.582557396681066,0.140853944335382,4.13589693515406,3.53570866568214e-05,0.000914946462353257
"Eif4h",2050.25530971891,-0.42708170585943,0.138939754896485,-3.07386252536304,0.00211306780498511,0.0211099061590067
"Eif5",959.011063740898,-0.134959813976062,0.190378101472665,-0.708904085775012,0.47838399946362,0.692547880083373
"Eif5a",272.939067406772,-0.185867593977787,0.198107562378452,-0.938215541831348,0.348133652891469,0.581644911922542
"Eif5a2",458.884130616203,-0.373775148324496,0.179528335714478,-2.08198414382312,0.0373439180684116,0.147462967180068
"Eif5b",191.273001847924,0.761981139914897,0.220520020105694,3.45538305116099,0.000549511523125087,0.00797138276760166
"Eif6",137.282136331743,-0.455839953226353,0.209479035509575,-2.17606478909684,0.0295504163321845,0.126230074198506
"Elac1",142.958984422711,0.618846580893172,0.201218743098474,3.07549173284676,0.00210155754480209,0.0210512051799248
"Elac2",145.682410330308,-0.285647349575499,0.204246486354472,-1.39854229403856,0.161950281274013,0.37483389452914
"Elavl1",640.447325817385,0.37655579394633,0.129192508263088,2.91468753884329,0.0035604481725305,0.0307828693895734
"Elavl2",257.252980594339,0.864269523171001,0.238090971751911,3.62999704193557,0.000283424467800415,0.00491761732824508
"Elavl3",793.734185190623,0.216545934258599,0.140330842417903,1.5431100571158,0.122804074980603,0.318117516891019
"Elavl4",348.938437882367,-0.155122190302247,0.186370962203944,-0.832330253961445,0.405222558247733,0.632821941378536
"Elf1",42.2277153002864,0.020297186755354,0.336275226011142,0.0603588524677148,0.951869829848743,0.979469148368841
"Elf2",386.405364794669,-0.27858602384225,0.147605321575499,-1.88737113857888,0.059110424228531,0.200849675516945
"Elf4",4.56729160813629,1.51272085601559,1.00040148817908,1.51211376021544,0.130504924891206,NA
"Elf5",2.59413242917101,-0.652133146237347,1.25655361173205,-0.518985533246322,0.603770829638853,NA
"Elfn1",63.4371609213747,0.870801762903478,0.3245168383169,2.68337928909906,0.00728822804489315,0.0498126456646977
"Elfn2",638.174263155252,-0.122101256187132,0.176176302764936,-0.693062882299476,0.488270089944295,0.700617846270149
"Elk1",533.976534178241,0.181401636182433,0.144200814046253,1.25797927967485,0.208399249889341,0.434401334385676
"Elk3",48.7529912989431,-0.0634343038256517,0.299688198750509,-0.211667673569158,0.832366309398299,0.920757320735112
"Elk4",148.916546012187,0.614394084482836,0.243568657269078,2.52246775661326,0.0116534633063882,0.0689280774085256
"Ell",100.720923452817,0.233036474458522,0.230543251451766,1.01081455644898,0.312105194790705,0.546495487136968
"Ell2",158.542946031142,-0.258338402597793,0.218238445648655,-1.18374378001984,0.236514502940452,0.466230934292243
"Elmo1",172.568648365533,0.251569527341297,0.20688577357546,1.21598272802233,0.223991501627348,0.451763595460512
"Elmo2",1373.6488870047,0.112095574908711,0.137514861791096,0.815152438425162,0.414985058581237,0.640585193300144
"Elmo3",8.39735573128338,0.150161198552441,0.698924736564328,0.214846020890005,0.829887371118786,NA
